gID,gName,rDate,rAge,price,dlcCount
1176,SpellForce 2 - Faith in Destiny,2012-06-19,0,14.99,4
1177,Gothic,2001-03-15,0,19.99,0
1178,Painkiller: Redemption,2011-02-25,0,4.99,0
1179,Gothic 3 Forsaken Gods Enhanced Edition,2011-03-22,0,9.99,0
1180,ArcaniA: Fall of Setarrif,2011-10-24,0,14.99,0
1181,Pat & Mat,2010-11-05,0,6.99,0
1182,Take On Helicopters,2011-10-27,0,19.99,1
1183,Carrier Command: Gaea Mission,2012-09-28,17,32.99,0
1184,Arma: Gold Edition,2011-07-13,17,9.99,0
1185,Arma: Cold War Assault,2011-08-08,17,5.99,0
1186,Dungeon Defenders,2011-10-18,0,14.99,25
1187,The Bureau: XCOM Declassified,2013-08-19,17,19.99,3
1188,Sid Meier's Civilization: Beyond Earth,2014-10-23,0,39.99,2
1189,The Polynomial,2010-10-15,0,6.99,0
1190,The Darkness II,2012-02-06,17,29.99,0
1191,Dino D-Day,2011-04-08,0,9.99,2
1192,Hacker Evolution,2010-09-14,0,4.99,3
1193,Hacker Evolution - Untold,2010-09-14,0,4.99,3
1194,Hacker Evolution Duality,2011-08-15,0,4.99,7
1195,Governor of Poker 2,2010-10-11,0,7.99,0
1196,Governor of Poker 2: Premium Edition,2010-10-11,0,14.99,0
1197,VVVVVV,2010-09-07,0,4.99,0
1198,Recettear: An Item Shop's Tale,2010-09-10,0,19.99,0
1199,Chantelise,2011-07-29,0,9.99,0
1200,Diamond Dan,2010-10-08,0,4.99,0
1201,Worms Ultimate Mayhem,2011-09-28,0,14.99,3
1202,Worms Crazy Golf,2011-10-19,0,9.99,0
1203,Worms,2011-10-19,0,7.99,0
1204,Worms Blast,2011-10-19,0,7.99,0
1205,Worms Pinball,2011-10-19,0,7.99,0
1206,Star Ruler,2010-09-20,0,14.99,0
1207,Evochron Mercenary,2012-01-16,0,19.99,0
1208,ESWAT,2010-10-26,0,2.99,0
1209,Flicky,2010-10-26,0,2.99,0
1210,Golden Axe II,2010-10-26,0,2.99,0
1211,Sonic the Hedgehog,2010-10-26,0,4.99,0
1212,Sword of Vermillion,2010-10-26,0,2.99,0
1213,Virtua Fighter 2,2010-10-26,0,2.99,0
1214,Alien Soldier,2011-01-26,0,2.99,0
1215,Gunstar Heroes,2011-01-26,0,2.99,0
1216,Landstalker,2011-01-26,0,2.99,0
1217,Light Crusader,2011-01-26,0,2.99,0
1218,Shining Force,2011-01-26,0,2.99,0
1219,Shining Force 2,2011-01-26,0,2.99,0
1220,Shining in the Darkness,2011-01-26,0,2.99,0
1221,Sonic 3 and Knuckles,2011-01-26,0,4.99,0
1222,Sonic the Hedgehog 2,2011-01-26,0,4.99,0
1223,Streets of Rage,2011-01-26,0,2.99,0
1224,Streets of Rage 2,2011-01-26,0,2.99,0
1225,Toejam and Earl,2011-01-26,0,4.99,0
1226,Toejam and Earl in Panic on Funkotron,2012-03-14,0,4.99,0
1227,Wonder Boy III - Monster Lair,2011-01-26,0,2.99,0
1228,Crazy Taxi,2011-03-04,0,7.99,0
1229,SEGA Bass Fishing,2011-03-04,0,7.99,0
1230,Sonic Adventure DX,2011-03-04,0,7.99,0
1231,Space Channel 5: Part 2,2011-03-04,0,7.99,0
1232,Sonic Generations,2011-11-03,0,19.99,1
1233,Closure,2012-09-07,0,9.99,0
1234,Universe Sandbox,2011-04-29,0,9.99,0
1235,Clones,2010-11-18,0,9.99,0
1236,Arcadia,2010-12-02,0,4.99,0
1237,The Elder Scrolls V: Skyrim,2011-11-10,17,19.99,4
1238,Winter Voices,2010-10-29,0,4.99,6
1239,Cities in Motion,2011-02-22,0,19.99,13
1240,Majesty 2 Collection,2011-04-19,0,19.99,0
1241,Defenders of Ardania,2012-03-14,0,9.99,2
1242,Darkest Hour: A Hearts of Iron Game,2011-04-08,0,9.99,0
1243,Pride of Nations,2011-06-07,0,19.99,4
1244,Sengoku,2011-09-15,0,9.99,0
1245,Supreme Ruler Cold War,2011-07-29,0,9.99,0
1246,Bejeweled 3,2010-12-07,0,4.99,0
1247,APOX,2011-01-20,0,14.99,1
1248,Fate of the World,2011-02-28,0,9.99,3
1249,Puzzle Bots,2010-10-22,0,4.99,0
1250,Gemini Rue,2011-10-26,0,9.99,0
1251,The Blackwell Legacy,2012-01-13,0,4.99,0
1252,Blackwell Unbound,2012-01-13,0,4.99,0
1253,Blackwell Convergence,2012-01-13,0,4.99,0
1254,Blackwell Deception,2012-01-13,0,9.99,0
1255,Farming Simulator 2011,2010-10-29,0,9.99,4
1256,Blue Toad Murder Files - The Mysteries of Little Riddle,2010-12-03,0,4.49,0
1257,Guardians of Graxia,2010-11-10,0,4.99,2
1258,SkyDrift,2011-11-21,0,9.99,2
1259,Anomaly Warzone Earth,2011-04-08,0,9.99,0
1260,Iron Front : Liberation 1944,2012-05-25,0,14.99,0
1261,Sanctum,2011-04-15,0,9.99,5
1262,E.Y.E: Divine Cybermancy,2011-07-29,0,9.99,0
1263,Cloning Clyde,2011-03-15,0,4.99,0
1264,Ancients of Ooga,2011-05-20,0,9.99,0
1265,Post Apocalyptic Mayhem,2011-03-17,0,9.99,1
1266,Hydrophobia: Prophecy,2011-05-09,17,4.99,0
1267,DETOUR,2011-05-16,0,4.99,0
1268,Gundemonium Recollection,2011-09-27,0,3.99,0
1269,Hitogata Happa,2011-09-27,0,3.99,0
1270,GundeadliGne,2011-09-27,0,3.99,0
1271,A.R.E.S.,2011-01-19,0,4.99,2
1272,B.U.T.T.O.N.,2011-02-28,0,2.99,0
1273,Xotic,2011-09-16,0,9.99,2
1274,Shadow Harvest: Phantom Ops,2011-04-05,17,9.99,0
1275,SpaceChem,2011-03-02,0,9.99,1
1276,Agricultural Simulator 2011: Extended Edition,2011-02-23,0,3.99,0
1277,Revenge of the Titans,2011-03-16,0,9.99,2
1278,Dinner Date,2011-03-01,0,3.99,0
1279,Jamestown,2011-06-08,0,9.99,1
1280,The Dream Machine,2012-05-11,0,3.99,4
1281,Nidhogg,2014-01-13,0,14.99,0
1282,Puzzle Agent 2,2011-06-30,0,9.99,0
1283,Hector: Ep 3,2011-04-27,0,19.99,0
1284,Super Splatters,2013-06-26,0,9.99,0
1285,Capsized,2011-04-29,0,9.99,0
1286,ibb & obb,2014-05-26,0,11.99,1
1287,The Cat and the Coup,2011-06-15,0,0,0
1288,Air Conflicts - Secret Wars,2011-09-30,0,7.99,0
1289,The Tiny Bang Story,2011-04-22,0,4.99,0
1290,Defy Gravity,2016-03-18,0,1.99,1
1291,Steel Storm: Burning Retribution,2011-05-11,0,14.99,2
1292,Shoot Many Robots,2012-04-06,17,9.99,0
1293,Nexuiz,2012-05-10,0,9.99,0
1294,Slam Bolt Scrappers,2013-03-14,0,9.99,0
1295,Solar 2,2011-06-17,0,9.99,0
1296,Section 8: Prejudice,2011-05-04,0,9.99,3
1297,Kohan: Immortal Sovereigns,2011-08-24,0,9.99,0
1298,Kohan: Ahriman's Gift,2011-08-24,0,9.99,0
1299,Kohan II: Kings of War,2011-08-24,13,9.99,0
1300,Magic: The Gathering - Duels of the Planeswalkers 2013,2012-06-20,0,9.99,46
1301,TRAUMA,2011-08-08,0,6.99,0
1302,Frozen Synapse,2011-05-26,0,24.99,2
1303,Toy Soldiers,2012-04-27,0,9.99,0
1304,Hard Reset,2012-07-12,17,14.99,1
1305,Naval Warfare,2011-05-25,0,2.99,0
1306,"Demolition, Inc.",2011-09-19,0,5.99,1
1307,Dungeons of Dredmor,2011-07-13,0,4.99,3
1308,Alien Hallway,2011-08-19,0,4.99,0
1309,Dungeons & Dragons: Daggerdale,2011-06-24,0,14.99,0
1310,Yar's Revenge,2011-04-28,0,9.99,0
1311,YOU DON'T KNOW JACK,2011-02-08,0,0,0
1312,Renegade Ops,2011-10-26,0,15,2
1313,Garshasp: The Monster Slayer,2011-05-09,0,4.99,0
1314,Garshasp: Temple of the Dragon,2012-09-24,0,4.99,0
1315,NightSky,2011-03-01,0,9.99,0
1316,Bulletstorm,2011-02-21,17,19.99,0
1317,Crysis 2,2011-03-22,16,29.99,0
1318,Spiral Knights,2011-06-14,0,0,11
1319,Puzzle Pirates,2011-08-31,0,0,0
1320,Silo 2,2012-12-19,0,119.99,0
1321,CameraBag 2,2012-10-01,0,29.99,0
1322,3d-coat,2012-10-02,0,99.99,0
1323,Runespell: Overture,2011-07-20,0,9.99,0
1324,Vertex Dispenser,2011-06-10,0,9.99,0
1325,Orcs Must Die!,2011-10-11,0,9.99,2
1326,A.V.A - Alliance of Valiant Arms,2011-06-14,0,0,0
1327,Gatling Gears,2011-08-30,0,9.99,0
1328,Shank 2,2012-02-07,17,9.99,0
1329,WARP,2012-03-21,18,9.99,0
1330,iBomber Defense,2011-05-26,0,4.99,0
1331,Storm in a Teacup,2012-01-19,0,4.99,0
1332,Inside a Star-filled Sky,2011-05-14,0,7.99,0
1333,BEEP,2011-05-06,0,14.99,1
1334,Portal 2 - The Final Hours,2011-05-17,0,1.99,0
1335,Super Monday Night Combat,2012-04-19,0,0,1
1336,ORION: Prelude,2013-04-15,0,0,0
1337,A New Beginning - Final Cut,2012-12-11,0,9.99,0
1338,Lume,2011-05-09,0,5.99,0
1339,Critical Mass,2011-06-20,0,1.99,0
1340,Ms. Splosion Man,2013-04-03,0,9.99,0
1341,Terraria,2011-05-16,0,9.99,1
1342,Tobe's Vertical Adventure,2011-07-18,0,4.99,0
1343,PixelJunk Eden,2012-02-02,0,9.99,1
1344,Bastion,2011-08-16,0,14.99,1
1345,Space Pirates and Zombies,2011-08-15,0,9.99,0
1346,Breath of Death VII,2011-07-13,0,2.99,0
1347,Cthulhu Saves the World,2011-07-13,0,2.99,0
1348,Arma 3,2013-09-12,17,39.99,4
1349,Waves,2011-11-16,0,4.99,1
1350,Rochard,2011-11-15,0,9.99,2
1351,War Inc. Battlezone,2011-07-18,0,0,0
1352,Starpoint Gemini,2012-02-16,0,13.99,1
1353,Ticket to Ride,2012-05-24,0,9.99,7
1354,Memoir '44 Online,2011-10-12,0,0,0
1355,Vessel,2012-03-01,0,19.99,0
1356,Project Zomboid,2013-11-08,0,14.99,0
1357,Death Rally,2012-08-03,0,9.99,0
1358,Alan Wake,2012-02-16,0,29.99,2
1359,Crysis 2 Maximum Edition,2011-03-22,16,29.99,0
1360,Legend of Fae,2011-07-26,0,9.99,0
1361,MicroVolts Surge,2012-07-05,0,0,1
1362,Fowl Space,2012-03-21,0,4.99,0
1363,Neverwinter,2013-12-05,0,0,0
1364,Achron,2011-08-29,0,19.99,0
1365,inMomentum,2011-10-31,0,9.99,0
1366,Data Jammers: FastForward,2011-10-24,0,0,0
1367,Astro Tripper,2011-09-15,0,4.99,0
1368,Alien Zombie Megadeath,2011-10-18,0,4.99,0
1369,Mutant Storm Reloaded,2012-03-21,0,4.99,0
1370,L.A. Noire,2011-11-08,17,19.99,1
1371,The Clockwork Man,2011-08-10,0,6.99,0
1372,The Clockwork Man: The Hidden World,2011-09-23,0,9.99,0
1373,Snuggle Truck,2012-02-03,0,4.99,0
1374,Smash Cars,2011-10-18,0,9.99,0
1375,Bunch Of Heroes,2011-09-21,0,4.99,2
1376,Serious Sam Double D XXL,2011-08-30,0,9.99,0
1377,Blocks That Matter,2011-08-19,0,4.99,0
1378,Guardians of Middle-earth,2013-08-29,0,19.99,7
1379,Avadon: The Black Fortress,2011-08-17,0,9.99,0
1380,Monaco,2013-04-24,0,14.99,1
1381,The Binding of Isaac,2011-09-28,0,4.99,1
1382,APB Reloaded,2011-12-06,17,0,4
1383,Fallen Earth,2012-02-22,0,0,1
1384,Costume Quest,2011-10-14,0,9.99,0
1385,Stacking,2012-03-06,0,9.99,0
1386,Iron Brigade,2012-08-13,0,14.99,0
1387,Cossacks II: Napoleonic Wars,2011-08-26,0,4.99,0
1388,American Conquest,2011-08-26,0,4.99,0
1389,American Conquest - Fight Back,2011-08-26,0,4.99,0
1390,PROTOTYPE 2,2012-07-24,17,39.99,1
1391,Owlboy,2016-11-01,0,0,0
1392,Super Toy Cars,2014-06-06,0,9.99,0
1393,Lightfish,2011-10-19,0,4.99,0
1394,Quantum Conundrum,2012-06-21,0,8.99,3
1395,Global Ops: Commando Libya,2011-10-26,0,4.99,0
1396,Naval War: Arctic Circle,2012-04-10,0,19.99,0
1397,Nancy Drew: Shadow at the Water's Edge,2011-09-15,0,6.99,0
1398,Puzzler World 2,2011-10-24,0,4.99,0
1399,Worms Revolution,2012-10-10,0,14.99,5
1400,Sideway,2011-11-15,0,9.99,0
1401,Realm of the Mad God,2012-02-20,0,0,14
1402,Off-Road Drive,2011-09-29,0,6.99,0
1403,Batman: Arkham City GOTY,2012-09-07,0,19.99,0
1404,A Game of Dwarves,2012-10-23,0,9.99,3
1405,Oil Rush,2012-01-25,0,7.99,2
1406,SOL: Exodus,2012-01-25,0,7.99,0
1407,Memento Mori,2012-11-09,17,12.99,0
1408,XCOM: Enemy Unknown,2012-10-08,17,29.99,3
1409,DUNGEONS - The Dark Lord (Steam Special Edition),2011-09-27,17,19.99,0
1410,Gettysburg: Armored Warfare,2012-03-27,0,9.99,0
1411,Disciples III: Resurrection,2011-10-11,0,14.99,0
1412,Torchlight II,2012-09-20,0,19.99,0
1413,Cave Story+,2011-11-22,0,14.99,0
1414,Before the Echo,2011-10-20,0,4.99,0
1415,Sonic CD,2012-01-19,0,4.99,0
1416,Geneforge 1,2001-12-01,0,19.99,0
1417,Geneforge 2,2003-07-01,0,19.99,0
1418,Geneforge 3,2005-04-01,0,19.99,0
1419,Geneforge 4,2006-11-01,0,19.99,0
1420,Geneforge 5,2008-11-01,0,19.99,0
1421,Galcon Legends,2014-01-13,0,4.99,0
1422,Revelations 2012,2012-04-23,0,2.49,0
1423,Pox Nora,2014-10-15,0,0,0
1424,EverQuest II,2011-12-07,0,0,0
1425,Total War: SHOGUN 2 - Fall of the Samurai,2012-03-22,0,29.99,5
1426,Sins of a Solar Empire: Trinity,2011-11-16,0,19.99,0
1427,Toki Tori 2+,2013-07-11,0,14.99,0
1428,Serious Sam: The Random Encounter,2011-10-24,0,4.99,0
1429,Airline Tycoon 2,2011-10-24,0,9.99,2
1430,Flatout 3,2011-12-13,0,29.99,0
1431,Really Big Sky,2012-02-24,0,4.99,0
1432,DiRT Showdown,2012-05-23,0,14.99,0
1433,Orcs Must Die! 2,2012-11-22,0,24.99,4
1434,Wolfenstein: The New Order,2014-05-19,16,19.99,0
1435,Jurassic Park: The Game,2011-11-15,0,19.99,0
1436,Assassin's Creed Revelations,2011-11-29,17,19.99,3
1437,Choplifter HD,2012-01-11,0,9.99,5
1438,Impire,2013-02-14,0,19.99,2
1439,Galactic Civilizations II: Ultimate Edition,2011-12-02,0,19.99,0
1440,Leviathan: Warships,2013-04-30,0,9.99,1
1441,Scarygirl,2012-04-09,0,6.99,0
1442,Scoregasm,2012-02-08,0,4.99,1
1443,SONIC THE HEDGEHOG 4 Episode I,2012-01-19,0,9.99,0
1444,Nancy Drew Alibi in Ashes,2011-11-02,0,6.99,0
1445,Hegemony Gold: Wars of Ancient Greece,2012-03-30,0,14.99,0
1446,Demigod,2011-12-14,0,9.99,0
1447,Dynamite Jack,2012-05-10,0,9.99,0
1448,Alan Wake's American Nightmare,2012-05-22,0,9.99,0
1449,Real Warfare 2: Northern Crusades,2011-11-18,0,6.99,0
1450,Call of Duty: Black Ops II,2012-11-12,17,59.99,36
1451,Call of Duty: Black Ops II - Multiplayer,2012-11-12,17,59.99,36
1452,Hitman: Absolution,2012-11-19,17,19.99,11
1453,Tomb Raider,2013-03-04,17,19.99,26
1454,Titan Attacks,2012-02-03,0,9.99,0
1455,King's Bounty: Warriors of the North,2012-10-25,0,12.99,1
1456,Fortune Summoners: Secret of the Elemental Stone,2012-01-30,0,19.99,0
1457,Containment: The Zombie Puzzler,2012-03-02,0,4.99,0
1458,Warlock - Master of the Arcane,2012-05-08,0,24.99,0
1459,SONIC THE HEDGEHOG 4 Episode II,2012-05-15,0,9.99,0
1460,F1 Race Stars,2012-11-13,0,14.99,13
1461,Binary Domain,2012-04-27,0,14.99,2
1462,Crusader Kings II,2012-02-14,0,39.99,61
1463,Dear Esther,2012-02-14,0,9.99,0
1464,The Dark Eye: Chains of Satinav,2012-06-22,0,159.99,0
1465,SATAZIUS,2011-12-16,0,5.99,0
1466,Fable - The Lost Chapters,2011-12-19,17,9.99,0
1467,Superbrothers: Sword & Sworcery EP,2012-04-16,0,7.99,0
1468,The Showdown Effect,2013-03-05,0,9.99,0
1469,Max Payne 3,2012-05-31,17,19.99,11
1470,LEGO Harry Potter: Years 5-7,2012-01-05,0,19.99,0
1471,Waveform,2012-03-20,0,1.99,2
1472,Snapshot,2012-08-30,0,9.99,1
1473,The Bridge,2013-02-22,0,9.99,0
1474,Awesomenauts,2012-08-01,0,9.99,67
1475,Serious Sam 2,2012-01-31,0,9.99,0
1476,Castle Crashers,2012-09-26,0,14.99,2
1477,Pineapple Smash Crew,2012-02-02,0,9.99,0
1478,Pickers,2012-02-22,0,9.99,0
1479,Call of Juarez Gunslinger,2013-05-22,18,14.99,0
1480,Infested Planet,2014-03-06,0,14.99,1
1481,Confrontation,2012-04-04,0,19.99,0
1482,Rotastic,2012-10-11,0,9.99,0
1483,Deep Black : Reloaded,2012-04-18,0,29.99,0
1484,Babel Rising,2012-08-07,0,9.99,1
1485,Men of War: Condemned Heroes,2012-04-12,0,7.99,0
1486,Sins of a Solar Empire: Rebellion,2012-06-12,0,39.99,4
1487,Crusader Kings Complete,2012-02-14,0,9.99,0
1488,Magical Drop V,2012-11-15,0,0.99,0
1489,Lumino City,2014-12-02,0,19.99,1
1490,BIT.TRIP CORE,2012-10-02,0,9.99,1
1491,BIT.TRIP VOID,2012-12-19,0,9.99,0
1492,BIT.TRIP FATE,2013-07-11,0,9.99,1
1493,BIT.TRIP FLUX,2014-06-05,0,9.99,1
1494,Dishonored,2012-10-08,17,9.99,4
1495,Rocksmith,2012-10-16,0,29.99,169
1496,Hell Yeah!,2012-10-03,0,14.99,2
1497,3DMark 11,2012-10-02,0,19.99,0
1498,Gratuitous Tank Battles,2012-05-17,0,9.99,1
1499,Foreign Legion: Multi Massacre,2012-07-09,0,6.99,0
1500,Port Royale 3,2012-05-04,0,14.99,3
1501,The Testament of Sherlock Holmes,2012-09-25,0,19.99,0
1502,1000 Amps,2012-02-22,0,4.99,0
1503,EverQuest Free-to-Play,2012-12-13,0,0,0
1504,Insanely Twisted Shadow Planet,2012-04-17,0,14.99,0
1505,Jagged Alliance: Crossfire,2012-08-24,0,14.99,0
1506,Luxor Evolved,2012-03-01,0,9.99,0
1507,Yesterday,2012-03-22,0,9.99,0
1508,Auditorium,2012-02-28,0,6.99,0
1509,Chronicle: RuneScape Legends,2016-05-26,0,0,3
1510,Tiny and Big: Grandpa's Leftovers,2012-06-19,0,9.99,0
1511,Jet Set Radio,2012-09-19,0,7.99,0
1512,Warlock 2: the Exiled,2014-04-10,0,19.99,7
1513,Avernum 4,2012-05-11,0,4.99,0
1514,Avernum 5,2012-05-11,0,4.99,0
1515,Avernum 6,2012-05-11,0,4.99,0
1516,Gunpoint,2013-06-03,0,9.99,2
1517,Gotham City Impostors: Free To Play,2012-08-30,0,0,39
1518,Clan of Champions,2012-10-30,18,39.99,8
1519,ClaDun x2,2012-08-14,0,19.99,0
1520,Tales from Space: Mutant Blobs Attack,2012-08-15,0,7.99,0
1521,Crazy Machines Elements,2012-02-10,0,9.99,2
1522,Saints Row IV,2013-08-19,17,14.99,26
1523,To the Moon,2012-09-07,0,9.99,4
1524,AirMech,2012-11-08,0,0,2
1525,3SwitcheD,2012-03-29,0,9.99,0
1526,iBomber Defense Pacific,2012-03-01,0,4.99,0
1527,Painkiller: Recurring Evil,2012-02-29,0,9.99,0
1528,Alien Spidy,2013-03-20,0,9.99,2
1529,Bang Bang Racing,2012-06-08,0,9.99,0
1530,Sine Mora,2012-11-09,17,9.99,0
1531,Indie Game: The Movie,2012-06-12,0,9.99,1
1532,SpeedRunners,2016-04-19,0,14.99,2
1533,Stellar Impact,2012-04-12,0,9.99,4
1534,Legend of Grimrock,2012-04-11,0,14.99,0
1535,Fireburst,2012-04-25,0,9.99,0
1536,Tony Hawk's Pro Skater HD,2012-09-18,0,9.99,1
1537,Archeblade,2014-04-25,0,0,1
1538,Cubemen,2012-03-16,0,3.99,0
1539,Ys: The Oath in Felghana,2012-03-19,0,14.99,0
1540,Ys Origin,2012-05-31,0,19.99,0
1541,eXceed - Gun Bullet Children,2012-08-02,0,2.99,1
1542,eXceed 2nd - Vampire REX,2012-08-02,0,5.99,1
1543,eXceed 3rd - Jade Penetrate Black Package,2012-08-02,0,5.99,1
1544,Wizorb,2012-03-14,0,2.99,0
1545,"Hack, Slash, Loot",2012-04-05,0,6.99,0
1546,Rayman Origins,2012-03-29,0,19.99,0
1547,Noitu Love 2 Devolution,2012-04-23,0,4.99,0
1548,English Country Tune,2012-08-09,0,4.99,0
1549,The Walking Dead,2012-04-24,17,24.99,1
1550,A Virus Named TOM,2012-08-01,0,9.99,2
1551,AVSEQ,2012-08-23,0,1.99,0
1552,Botanicula,2012-05-07,0,9.99,0
1553,Bumbledore,2012-03-15,0,4.99,0
1554,Arena Wars 2,2012-10-12,0,3.99,0
1555,Symphony,2012-08-06,0,8.99,1
1556,Jane's Advanced Strike Fighters,2012-03-08,0,9.99,0
1557,Sacred Citadel,2013-04-16,0,9.99,1
1558,Moon Breakers,2012-05-17,0,0,3
1559,Loadout,2014-01-31,17,0,6
1560,Myst V,2012-03-16,0,9.99,0
1561,Endless Space,2012-07-04,0,29.99,1
1562,DOOM 3: BFG Edition,2012-10-15,17,19.99,0
1563,Avernum: Escape From the Pit,2012-04-11,0,9.99,0
1564,Tryst,2012-09-14,0,14.99,1
1565,F1 2012,2012-09-17,0,19.99,0
1566,Omerta - City of Gangsters,2013-01-31,0,19.99,5
1567,Lunar Flight,2012-04-10,0,14.99,0
1568,Midnight Mysteries: Salem Witch Trials,2012-03-28,0,9.99,0
1569,Midnight Mysteries 3: Devil on the Mississippi,2012-03-28,0,9.99,0
1570,Midnight Mysteries 4: Haunted Houdini,2012-03-28,0,9.99,0
1571,Blades of Time,2012-04-20,17,9.99,1
1572,Colour Bind,2012-09-24,0,9.99,0
1573,Game of Thrones,2012-06-07,0,19.99,3
1574,Apotheon,2015-02-03,0,14.99,1
1575,Mad Riders,2012-05-30,0,9.99,1
1576,Drunken Robot Pornography,2014-02-19,0,14.99,0
1577,Guns of Icarus Online,2012-10-29,0,9.99,0
1578,Street Fighter X Tekken,2012-05-11,0,29.99,61
1579,Call of Duty: Ghosts,2014-03-25,17,59.99,51
1580,Call of Duty: Ghosts - Multiplayer,2014-03-25,17,59.99,51
1581,Stealth Bastard Deluxe,2012-11-28,0,9.99,2
1582,Sherlock Holmes and The Hound of The Baskervilles,2012-04-23,0,9.99,0
1583,Hero Academy,2012-08-10,0,4.99,6
1584,A Valley Without Wind,2012-04-24,0,14.99,0
1585,AZMD! Scorepocalypse,2012-04-19,0,4.99,0
1586,Analogue: A Hate Story,2012-04-27,0,9.99,1
1587,Dungeonbowl Knockout Edition,2012-07-02,0,14.99,0
1588,Mini Motor Racing EVO,2013-05-01,0,4.99,0
1589,Strike Suit Zero,2013-01-23,0,19.99,4
1590,Roller Coaster Rampage,2012-06-19,0,9.99,0
1591,Magrunner: Dark Pulse,2013-06-20,0,9.99,0
1592,Call of Duty: Advanced Warfare,2014-11-03,17,59.99,43
1593,Call of Duty: Advanced Warfare - Multiplayer,2014-11-03,17,59.99,43
1594,Cortex Command,2012-09-28,0,19.99,0
1595,Fieldrunners,2012-05-24,0,4.99,0
1596,War of the Immortals,2012-08-30,0,0,0
1597,RAW - Realms of Ancient War,2012-10-11,0,14.99,0
1598,Cannon Fodder 3,2012-08-06,0,14.99,0
1599,Splice,2012-06-13,0,9.99,2
1600,Lone Survivor: The Director's Cut,2012-04-23,15,14.99,1
1601,Highborn,2013-02-19,0,9.99,2
1602,Blacklight: Retribution,2012-07-02,0,0,0
1603,Triple Town,2012-12-06,0,9.99,0
1604,Spirits,2012-09-04,0,9.99,0
1605,Nancy Drew: Tomb of the Lost Queen,2012-05-16,0,19.99,0
1606,Fray,2012-06-19,0,0,0
1607,Angry Birds Space,2013-03-07,0,4.99,0
1608,Sanctum 2,2013-05-15,0,14.99,7
1609,Cloudberry Kingdom,2013-08-02,13,9.99,0
1610,Rune Classic,2012-06-13,0,9.99,0
1611,The Witness,2016-01-26,0,39.99,0
1612,Pro Cycling Manager 2012,2012-06-22,0,9.99,1
1613,Alien Shooter 2 Conscription,2012-05-18,0,9.99,0
1614,Check vs. Mate,2012-08-16,0,19.99,2
1615,Viking: Battle for Asgard,2012-10-17,17,14.99,0
1616,Unmechanical,2012-08-08,0,9.99,0
1617,Beyond Oasis,2012-05-02,0,2.99,0
1618,Dynamite Headdy,2012-05-02,0,2.99,0
1619,Golden Axe 3,2012-05-02,0,2.99,0
1620,Phantasy Star 2,2012-05-02,0,2.99,0
1621,Phantasy Star 3,2012-05-02,0,2.99,0
1622,Phantasy Star 4,2012-05-02,0,2.99,0
1623,Streets of Rage 3,2012-05-02,0,2.99,0
1624,The Revenge of Shinobi,2012-05-02,0,2.99,0
1625,Vectorman 2,2012-05-02,0,2.99,0
1626,Wonder Boy in Monster World,2012-05-02,0,2.99,0
1627,They Bleed Pixels,2012-08-29,0,9.99,1
1628,Primal Fears,2013-01-08,0,9.99,0
1629,Magical Diary,2012-05-31,0,14.99,0
1630,Offspring Fling!,2012-05-11,0,7.99,0
1631,Deadlight,2012-10-25,17,14.99,1
1632,Dark Souls: Prepare to Die Edition,2012-08-23,17,19.99,0
1633,Adventures of Shuggy,2012-06-13,0,4.99,0
1634,RaceRoom Racing Experience,2013-02-12,0,0,9
1635,Wanderlust: Rebirth,2012-07-27,0,7.99,0
1636,Thief Gold,2012-05-22,17,6.99,0
1637,Thief 2,2012-05-22,17,6.99,0
1638,Conflict Desert Storm,2012-05-28,0,6.99,0
1639,Dead Hungry Diner,2012-05-16,0,6.99,0
1640,Starbound,2016-07-22,0,14.99,1
1641,Conquest of Elysium 3,2012-10-24,0,9.99,0
1642,Kung Fu Strike: The Warrior's Rise,2012-07-24,0,9.99,1
1643,Resonance,2012-07-25,0,9.99,0
1644,Star Conflict,2013-02-27,0,0,13
1645,Sugar Cube: Bittersweet Factory,2012-11-07,0,6.99,0
1646,Vindictus,2012-06-22,0,0,4
1647,Mabinogi,2012-12-06,0,0,1
1648,Atlantica Online,2012-06-29,0,0,0
1649,C9,2012-09-13,0,0,1
1650,Sonic & All-Stars Racing Transformed,2013-01-31,0,19.99,3
1651,The Amazing Spider-Man,2012-09-25,0,39.99,4
1652,Tom Clancy's Ghost Recon Future Soldier,2012-06-26,17,19.99,4
1653,FTL: Faster Than Light,2012-09-14,0,9.99,1
1654,Party of Sin,2012-12-13,0,9.99,1
1655,New Star Soccer 5,2012-09-27,0,14.99,0
1656,Super Crate Box,2012-08-29,0,0,0
1657,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,0,4.99,0
1658,Transformers: Fall of Cybertron,2012-08-20,0,49.99,3
1659,LEGO Batman 2,2012-06-22,0,19.99,0
1660,MDK 2 HD,2012-07-30,0,14.99,0
1661,Atooms to Moolecules,2012-04-06,0,0,0
1662,The White Laboratory Demo,2012-04-06,0,0,0
1663,ThunderWheels,2012-04-07,0,0,0
1664,Dwarfs F2P,2012-10-18,0,0,5
1665,Magic 2014,2013-06-26,0,9.99,49
1666,Rigonauts,2012-08-07,0,9.99,0
1667,Aerofly FS 1 Flight Simulator,2012-10-17,0,9.99,0
1668,Galactic Civilizations I: Ultimate Edition,2012-08-14,0,9.99,0
1669,Divine Divinity,2012-07-05,0,5.99,0
