rating_id,uName,gID,rating_date,rating
pmacgregor11708,pmacgregor,11708,2018-07-09,3
pmacgregor1453,pmacgregor,1453,2018-04-27,4
pmacgregor5062,pmacgregor,5062,2018-11-01,2
pmacgregor3116,pmacgregor,3116,2019-08-16,4
nlague1435,nlague,1435,2017-06-14,3
nlague11735,nlague,11735,2017-11-26,3
nlague1845,nlague,1845,2019-01-02,4
nlague1512,nlague,1512,2017-10-14,4
nlague6838,nlague,6838,2017-08-03,3
nlague9284,nlague,9284,2018-12-26,5
nlague6537,nlague,6537,2019-07-28,3
nlague9412,nlague,9412,2018-12-25,4
nlague8230,nlague,8230,2017-04-03,4
nlague1886,nlague,1886,2019-02-04,4
nlague2278,nlague,2278,2017-07-12,5
nlague7998,nlague,7998,2019-09-04,4
nlague4173,nlague,4173,2017-02-01,4
nlague7105,nlague,7105,2018-12-25,4
nlague1929,nlague,1929,2018-10-23,4
nlague6651,nlague,6651,2018-07-17,4
nlague8863,nlague,8863,2017-09-18,2
kmcpeters8276,kmcpeters,8276,2019-05-08,3
kmcpeters6484,kmcpeters,6484,2018-12-22,5
kmcpeters7429,kmcpeters,7429,2019-10-02,5
kmcpeters3401,kmcpeters,3401,2019-04-09,4
kmcpeters33,kmcpeters,33,2019-03-24,4
kmcpeters7621,kmcpeters,7621,2019-02-17,5
kmcpeters2429,kmcpeters,2429,2019-06-06,4
kmcpeters4993,kmcpeters,4993,2019-03-30,4
kmcpeters5298,kmcpeters,5298,2019-07-27,4
kmcpeters7929,kmcpeters,7929,2019-04-13,4
kmcpeters2146,kmcpeters,2146,2019-01-05,4
nbenesh6092,nbenesh,6092,2018-09-23,1
nbenesh7611,nbenesh,7611,2016-10-18,4
nbenesh9558,nbenesh,9558,2019-01-16,3
nbenesh864,nbenesh,864,2013-12-22,4
nbenesh7832,nbenesh,7832,2019-04-05,4
nbenesh9502,nbenesh,9502,2017-12-26,3
nbenesh6065,nbenesh,6065,2019-08-07,4
nbenesh2719,nbenesh,2719,2016-04-30,2
nbenesh10338,nbenesh,10338,2017-03-13,4
nbenesh4747,nbenesh,4747,2019-02-15,3
nbenesh2258,nbenesh,2258,2018-08-03,3
nbenesh754,nbenesh,754,2015-06-04,4
nbenesh11097,nbenesh,11097,2017-08-06,3
nbenesh10794,nbenesh,10794,2017-06-15,4
nbenesh4179,nbenesh,4179,2015-09-06,5
lhara166,lhara,166,2018-07-21,4
lhara6165,lhara,6165,2017-07-13,3
lhara4366,lhara,4366,2018-07-01,3
lhara9066,lhara,9066,2019-04-16,3
rcarlen2874,rcarlen,2874,2019-09-05,4
rcarlen5799,rcarlen,5799,2019-09-12,4
rcarlen5401,rcarlen,5401,2019-09-21,3
rcarlen10678,rcarlen,10678,2019-09-25,2
rcarlen5257,rcarlen,5257,2019-08-31,1
rcarlen5945,rcarlen,5945,2019-09-03,3
rcarlen11311,rcarlen,11311,2019-09-22,4
rcarlen1334,rcarlen,1334,2019-09-14,5
rcarlen8729,rcarlen,8729,2019-09-02,4
rcarlen4057,rcarlen,4057,2019-09-21,4
rcarlen1986,rcarlen,1986,2019-10-06,2
rcarlen1451,rcarlen,1451,2019-09-10,5
rcarlen5911,rcarlen,5911,2019-09-01,5
rcarlen10144,rcarlen,10144,2019-09-12,4
rcarlen677,rcarlen,677,2019-09-21,3
rcarlen3278,rcarlen,3278,2019-10-09,5
rcarlen2410,rcarlen,2410,2019-09-07,1
emackiewicz143,emackiewicz,143,2016-11-22,4
emackiewicz10867,emackiewicz,10867,2018-07-19,4
emackiewicz2483,emackiewicz,2483,2016-08-19,4
emackiewicz6109,emackiewicz,6109,2017-09-27,5
emackiewicz3576,emackiewicz,3576,2017-07-11,3
emackiewicz205,emackiewicz,205,2019-07-11,4
emackiewicz196,emackiewicz,196,2015-10-19,4
emackiewicz10077,emackiewicz,10077,2018-04-24,4
emackiewicz7957,emackiewicz,7957,2019-03-17,4
emackiewicz11453,emackiewicz,11453,2018-04-04,2
emackiewicz10727,emackiewicz,10727,2018-07-20,4
emackiewicz2090,emackiewicz,2090,2016-02-08,3
emackiewicz2282,emackiewicz,2282,2019-10-02,5
emackiewicz10616,emackiewicz,10616,2016-08-29,2
emackiewicz3731,emackiewicz,3731,2015-03-27,3
emackiewicz8430,emackiewicz,8430,2018-01-08,5
emackiewicz8608,emackiewicz,8608,2017-01-19,4
emackiewicz4817,emackiewicz,4817,2019-07-20,3
emackiewicz10851,emackiewicz,10851,2017-01-22,5
emackiewicz3328,emackiewicz,3328,2016-11-05,4
emackiewicz5835,emackiewicz,5835,2016-12-24,4
emackiewicz11375,emackiewicz,11375,2017-02-28,5
emackiewicz1026,emackiewicz,1026,2017-09-05,5
adedmon8933,adedmon,8933,2017-12-28,4
adedmon10225,adedmon,10225,2018-10-13,4
adedmon3606,adedmon,3606,2018-12-08,3
adedmon7519,adedmon,7519,2018-12-30,4
adedmon872,adedmon,872,2019-03-09,4
adedmon9412,adedmon,9412,2018-01-12,4
vperryman3391,vperryman,3391,2017-12-07,5
vperryman5219,vperryman,5219,2018-02-05,4
vperryman5982,vperryman,5982,2019-02-19,2
vperryman7014,vperryman,7014,2018-06-16,4
vperryman3603,vperryman,3603,2018-07-11,4
vperryman9333,vperryman,9333,2018-12-05,1
vperryman8721,vperryman,8721,2017-08-22,3
vperryman4899,vperryman,4899,2017-12-10,4
vperryman4859,vperryman,4859,2017-04-16,4
vperryman11913,vperryman,11913,2018-10-12,3
lshaughnessy5273,lshaughnessy,5273,2019-05-16,4
lshaughnessy5752,lshaughnessy,5752,2019-01-01,4
lshaughnessy10392,lshaughnessy,10392,2019-04-19,4
lshaughnessy11143,lshaughnessy,11143,2018-12-30,4
lshaughnessy7235,lshaughnessy,7235,2018-06-24,5
lshaughnessy5845,lshaughnessy,5845,2018-10-09,2
lshaughnessy334,lshaughnessy,334,2019-10-02,4
lshaughnessy7498,lshaughnessy,7498,2019-08-25,4
lshaughnessy2961,lshaughnessy,2961,2018-06-25,4
lshaughnessy4005,lshaughnessy,4005,2018-11-02,2
lshaughnessy4573,lshaughnessy,4573,2019-05-26,2
lshaughnessy7889,lshaughnessy,7889,2018-08-17,4
azeman2820,azeman,2820,2017-10-24,1
azeman10639,azeman,10639,2019-05-13,4
azeman12150,azeman,12150,2019-04-13,4
azeman8718,azeman,8718,2018-01-12,3
azeman1467,azeman,1467,2018-04-26,4
azeman4735,azeman,4735,2015-03-19,5
azeman12008,azeman,12008,2019-03-08,2
azeman6756,azeman,6756,2018-08-26,2
azeman8206,azeman,8206,2018-11-29,4
azeman10649,azeman,10649,2019-07-12,3
azeman6185,azeman,6185,2017-06-23,5
azeman1265,azeman,1265,2018-02-22,3
azeman8858,azeman,8858,2018-12-18,4
azeman3712,azeman,3712,2016-09-20,4
azeman9539,azeman,9539,2016-12-08,4
azeman12005,azeman,12005,2017-07-08,4
azeman7692,azeman,7692,2018-09-01,2
azeman9904,azeman,9904,2017-09-11,4
azeman9340,azeman,9340,2018-07-31,4
azeman7888,azeman,7888,2016-08-24,1
azeman8853,azeman,8853,2019-02-06,4
azeman4184,azeman,4184,2018-12-04,3
ppaquet9701,ppaquet,9701,2018-10-16,3
ppaquet3314,ppaquet,3314,2018-08-22,4
ppaquet4842,ppaquet,4842,2019-06-03,5
ppaquet5161,ppaquet,5161,2017-09-04,2
sickes8744,sickes,8744,2019-05-25,4
sickes2804,sickes,2804,2019-08-21,4
sickes4948,sickes,4948,2019-05-22,5
sickes11385,sickes,11385,2017-12-10,4
sickes7272,sickes,7272,2019-05-15,4
sickes4900,sickes,4900,2019-01-22,3
sickes3764,sickes,3764,2019-03-19,4
sickes4457,sickes,4457,2019-09-18,4
sickes2212,sickes,2212,2019-06-13,4
sickes3762,sickes,3762,2017-11-26,4
sickes191,sickes,191,2018-07-17,4
sickes11022,sickes,11022,2018-12-27,5
sickes11127,sickes,11127,2019-04-02,4
sickes5218,sickes,5218,2019-01-18,3
sickes1686,sickes,1686,2019-06-03,1
sickes2955,sickes,2955,2019-01-20,4
sickes7939,sickes,7939,2019-09-22,4
sickes6580,sickes,6580,2018-05-22,4
sickes5383,sickes,5383,2019-09-11,4
sickes5541,sickes,5541,2019-04-12,2
sickes7223,sickes,7223,2018-10-21,3
csherrill89,csherrill,89,2017-02-03,2
csherrill8025,csherrill,8025,2019-09-20,2
csherrill2793,csherrill,2793,2018-07-17,5
csherrill1161,csherrill,1161,2015-09-26,4
csherrill3964,csherrill,3964,2018-04-29,2
csherrill5554,csherrill,5554,2018-09-03,5
csherrill4660,csherrill,4660,2018-05-04,2
csherrill12080,csherrill,12080,2019-05-14,4
csherrill8327,csherrill,8327,2016-05-19,2
csherrill5025,csherrill,5025,2019-02-08,4
csherrill11349,csherrill,11349,2017-02-04,5
csherrill3764,csherrill,3764,2019-05-19,5
csherrill1442,csherrill,1442,2018-10-03,1
csherrill10686,csherrill,10686,2019-08-06,3
csherrill8416,csherrill,8416,2017-03-03,1
csherrill10440,csherrill,10440,2019-05-06,1
bhargis11955,bhargis,11955,2017-11-30,3
bhargis5596,bhargis,5596,2018-03-09,3
bhargis6397,bhargis,6397,2019-03-02,3
bhargis10201,bhargis,10201,2017-09-28,4
bhargis4580,bhargis,4580,2017-11-24,4
bhargis49,bhargis,49,2017-03-18,4
bhargis8844,bhargis,8844,2017-09-11,3
bhargis2767,bhargis,2767,2018-02-08,2
bhargis6342,bhargis,6342,2017-12-01,4
bhargis4112,bhargis,4112,2018-05-02,5
bhargis5084,bhargis,5084,2016-10-16,4
lriffe10789,lriffe,10789,2019-07-30,5
lriffe5970,lriffe,5970,2019-09-16,3
lriffe7890,lriffe,7890,2019-08-07,4
lriffe11155,lriffe,11155,2019-10-04,4
lriffe7082,lriffe,7082,2019-08-29,4
lriffe8976,lriffe,8976,2019-09-22,4
lriffe3934,lriffe,3934,2019-09-11,2
lriffe9740,lriffe,9740,2019-07-10,4
lriffe10535,lriffe,10535,2019-08-13,4
lriffe8571,lriffe,8571,2019-09-22,5
lriffe306,lriffe,306,2019-07-21,4
lriffe4746,lriffe,4746,2019-09-20,4
lriffe7055,lriffe,7055,2019-09-30,3
lriffe9097,lriffe,9097,2019-09-03,4
lriffe8537,lriffe,8537,2019-08-03,5
lriffe3673,lriffe,3673,2019-07-06,5
lriffe10252,lriffe,10252,2019-09-29,4
lriffe1081,lriffe,1081,2019-09-27,5
lriffe2839,lriffe,2839,2019-07-06,4
lriffe1948,lriffe,1948,2019-07-15,4
lriffe3675,lriffe,3675,2019-08-17,4
lriffe6160,lriffe,6160,2019-08-20,4
lriffe3829,lriffe,3829,2019-09-10,4
etriolo1721,etriolo,1721,2017-10-22,4
etriolo9383,etriolo,9383,2016-07-25,4
etriolo227,etriolo,227,2018-03-31,3
etriolo10710,etriolo,10710,2017-02-17,4
sdurrah852,sdurrah,852,2018-01-10,3
sdurrah3025,sdurrah,3025,2016-12-28,3
sdurrah5073,sdurrah,5073,2016-01-02,1
sdurrah11816,sdurrah,11816,2017-06-01,4
sdurrah1168,sdurrah,1168,2019-02-15,4
sdurrah9415,sdurrah,9415,2018-02-15,4
sdurrah294,sdurrah,294,2018-10-02,4
sdurrah6864,sdurrah,6864,2019-07-27,2
sdurrah5320,sdurrah,5320,2015-11-04,5
sdurrah2544,sdurrah,2544,2018-07-27,4
sdurrah5291,sdurrah,5291,2015-12-19,4
sdurrah11409,sdurrah,11409,2019-03-24,3
sdurrah4423,sdurrah,4423,2019-06-02,4
sdurrah4890,sdurrah,4890,2019-06-24,3
sdurrah9998,sdurrah,9998,2018-09-14,3
zhepburn3652,zhepburn,3652,2017-09-02,3
zhepburn1491,zhepburn,1491,2017-09-27,3
zhepburn7404,zhepburn,7404,2019-07-24,4
zhepburn4332,zhepburn,4332,2017-05-01,4
zhepburn5571,zhepburn,5571,2016-02-04,5
zhepburn9355,zhepburn,9355,2018-05-03,3
zhepburn9759,zhepburn,9759,2018-05-19,5
zhepburn4862,zhepburn,4862,2016-11-04,4
zhepburn4071,zhepburn,4071,2019-02-10,4
zhepburn4808,zhepburn,4808,2018-12-18,4
zhepburn1027,zhepburn,1027,2017-08-19,1
zhepburn7437,zhepburn,7437,2015-12-02,3
zhepburn1706,zhepburn,1706,2016-09-07,2
zhepburn6457,zhepburn,6457,2018-01-09,4
zhepburn10259,zhepburn,10259,2016-10-18,5
zhepburn2537,zhepburn,2537,2017-07-10,3
zhepburn2241,zhepburn,2241,2015-11-10,4
zhepburn8453,zhepburn,8453,2017-12-19,2
zhepburn8968,zhepburn,8968,2017-04-01,4
rhickerson4250,rhickerson,4250,2016-12-03,5
rhickerson3701,rhickerson,3701,2016-11-28,4
rhickerson11532,rhickerson,11532,2018-09-28,5
rhickerson5577,rhickerson,5577,2018-02-16,4
rhickerson11412,rhickerson,11412,2018-11-11,5
rhickerson4503,rhickerson,4503,2017-07-06,4
ipatout11923,ipatout,11923,2019-04-19,4
ipatout10724,ipatout,10724,2018-01-24,4
ipatout9489,ipatout,9489,2019-09-16,2
ipatout8396,ipatout,8396,2016-10-04,4
ofiorillo8890,ofiorillo,8890,2019-03-18,4
ofiorillo7067,ofiorillo,7067,2019-02-02,4
ofiorillo9263,ofiorillo,9263,2018-01-10,5
ofiorillo10540,ofiorillo,10540,2017-12-24,1
ofiorillo11546,ofiorillo,11546,2017-08-18,4
ofiorillo10976,ofiorillo,10976,2019-05-05,4
ofiorillo2649,ofiorillo,2649,2018-05-08,3
ofiorillo3113,ofiorillo,3113,2016-12-11,5
ofiorillo8278,ofiorillo,8278,2016-04-29,2
ofiorillo5676,ofiorillo,5676,2019-07-18,4
ofiorillo2311,ofiorillo,2311,2015-10-19,2
ghunter294,ghunter,294,2015-09-11,4
ghunter325,ghunter,325,2016-03-25,3
ghunter2487,ghunter,2487,2016-05-28,4
ghunter3993,ghunter,3993,2015-03-25,4
jnowakowski9903,jnowakowski,9903,2017-08-09,4
jnowakowski8031,jnowakowski,8031,2019-09-03,4
jnowakowski468,jnowakowski,468,2018-07-15,3
jnowakowski604,jnowakowski,604,2015-12-04,4
jnowakowski11630,jnowakowski,11630,2017-03-28,4
jnowakowski4626,jnowakowski,4626,2018-01-01,4
rhollifield6720,rhollifield,6720,2017-06-13,1
rhollifield7381,rhollifield,7381,2018-02-07,4
rhollifield5686,rhollifield,5686,2015-05-23,3
rhollifield3445,rhollifield,3445,2018-11-15,4
rhollifield370,rhollifield,370,2015-05-12,4
rhollifield2489,rhollifield,2489,2018-08-12,3
rhollifield9554,rhollifield,9554,2018-03-25,4
rhollifield8032,rhollifield,8032,2017-12-02,4
rhollifield6490,rhollifield,6490,2018-08-17,5
rhollifield4465,rhollifield,4465,2017-05-30,3
rhollifield7232,rhollifield,7232,2019-05-31,1
rhollifield1766,rhollifield,1766,2016-02-14,4
rhollifield8634,rhollifield,8634,2017-06-29,3
lveach10353,lveach,10353,2019-07-30,4
lveach1740,lveach,1740,2019-07-14,3
lveach6675,lveach,6675,2019-07-08,4
lveach7595,lveach,7595,2019-07-29,4
lveach2701,lveach,2701,2019-10-03,5
lveach12080,lveach,12080,2019-09-26,5
lveach8426,lveach,8426,2019-08-05,5
lveach7389,lveach,7389,2019-09-20,4
lveach1827,lveach,1827,2019-08-16,4
lveach3483,lveach,3483,2019-09-08,4
lveach10936,lveach,10936,2019-08-23,2
lveach4698,lveach,4698,2019-07-26,1
lveach5596,lveach,5596,2019-08-27,5
lveach3462,lveach,3462,2019-07-11,2
lveach2294,lveach,2294,2019-08-29,4
lveach7740,lveach,7740,2019-08-25,4
lveach6862,lveach,6862,2019-09-25,4
lveach6677,lveach,6677,2019-09-16,4
gmancil39,gmancil,39,2016-11-09,5
gmancil9093,gmancil,9093,2018-05-19,4
gmancil7075,gmancil,7075,2016-04-09,4
gmancil5879,gmancil,5879,2017-12-23,3
gmancil10193,gmancil,10193,2017-06-14,3
gmancil6759,gmancil,6759,2018-04-29,4
gmancil462,gmancil,462,2018-10-13,4
gmancil7573,gmancil,7573,2018-04-16,4
gmancil7379,gmancil,7379,2018-06-09,4
gmancil5842,gmancil,5842,2019-01-03,1
gmancil8333,gmancil,8333,2017-10-13,4
gmancil5886,gmancil,5886,2018-07-22,4
gmancil11687,gmancil,11687,2017-12-11,4
gmancil6562,gmancil,6562,2016-12-17,5
gmancil7497,gmancil,7497,2018-03-08,5
gmancil2678,gmancil,2678,2015-10-27,3
gmancil9493,gmancil,9493,2017-04-26,4
gmancil8719,gmancil,8719,2018-02-07,4
gmancil9325,gmancil,9325,2017-05-11,2
gmancil10403,gmancil,10403,2018-06-22,4
gmancil9777,gmancil,9777,2018-10-11,4
lfetter9185,lfetter,9185,2018-01-07,4
lfetter9590,lfetter,9590,2019-03-06,4
lfetter10566,lfetter,10566,2018-10-26,5
lfetter4694,lfetter,4694,2017-09-14,4
lfetter3396,lfetter,3396,2019-05-06,4
tholub10980,tholub,10980,2017-04-08,4
tholub8879,tholub,8879,2017-08-17,3
tholub1297,tholub,1297,2017-12-21,4
tholub786,tholub,786,2018-06-05,4
tholub7381,tholub,7381,2017-04-23,3
tholub4129,tholub,4129,2019-07-07,4
tholub10250,tholub,10250,2018-12-08,5
tholub6773,tholub,6773,2019-01-21,5
tholub6821,tholub,6821,2019-08-04,3
tholub8981,tholub,8981,2017-12-24,4
tholub10205,tholub,10205,2019-09-18,4
fmungo6506,fmungo,6506,2019-03-31,4
fmungo5401,fmungo,5401,2018-08-28,4
fmungo5074,fmungo,5074,2017-09-14,5
fmungo6105,fmungo,6105,2018-10-11,4
fmungo1097,fmungo,1097,2018-11-02,2
fmungo5309,fmungo,5309,2018-04-04,4
fmungo2369,fmungo,2369,2019-04-21,4
fmungo11900,fmungo,11900,2017-02-08,4
fmungo9625,fmungo,9625,2019-04-10,4
fmungo10809,fmungo,10809,2017-01-26,2
fmungo3159,fmungo,3159,2017-04-01,3
fmungo670,fmungo,670,2016-11-14,4
fmungo8865,fmungo,8865,2019-08-18,4
fmungo484,fmungo,484,2018-10-24,5
bduggins11051,bduggins,11051,2016-10-17,5
bduggins11029,bduggins,11029,2019-08-05,5
bduggins8766,bduggins,8766,2019-05-07,3
bduggins3255,bduggins,3255,2019-04-29,4
bduggins2364,bduggins,2364,2018-03-01,4
bduggins7793,bduggins,7793,2018-02-28,4
bduggins6522,bduggins,6522,2017-04-05,4
bduggins10875,bduggins,10875,2019-05-09,4
bduggins6646,bduggins,6646,2017-11-30,5
bduggins2848,bduggins,2848,2017-03-10,2
bduggins9107,bduggins,9107,2019-04-15,3
bduggins2810,bduggins,2810,2017-12-07,3
bduggins9252,bduggins,9252,2017-01-22,2
nbaratta11233,nbaratta,11233,2018-01-01,5
nbaratta7802,nbaratta,7802,2019-09-10,4
nbaratta10550,nbaratta,10550,2018-10-30,4
nbaratta9532,nbaratta,9532,2018-06-27,3
nbaratta974,nbaratta,974,2018-10-20,2
nbaratta8694,nbaratta,8694,2017-12-30,5
nbaratta1782,nbaratta,1782,2018-10-17,1
nbaratta7514,nbaratta,7514,2019-06-19,3
nbaratta4093,nbaratta,4093,2019-06-28,4
nbaratta1840,nbaratta,1840,2017-11-29,3
nbaratta10893,nbaratta,10893,2018-01-02,5
nbaratta6078,nbaratta,6078,2018-07-22,2
nbaratta11869,nbaratta,11869,2018-02-09,5
nbaratta4302,nbaratta,4302,2018-02-02,4
ngatewood10934,ngatewood,10934,2019-08-26,3
ngatewood4510,ngatewood,4510,2016-08-10,5
ngatewood7883,ngatewood,7883,2018-11-22,4
ngatewood1694,ngatewood,1694,2016-11-22,4
ngatewood8047,ngatewood,8047,2019-08-29,3
ngatewood9332,ngatewood,9332,2018-09-09,4
ngatewood5137,ngatewood,5137,2016-01-18,4
ngatewood6572,ngatewood,6572,2019-07-15,3
ngatewood11376,ngatewood,11376,2017-04-24,3
ngatewood10733,ngatewood,10733,2018-12-01,3
ngatewood3163,ngatewood,3163,2016-07-26,3
ngatewood11328,ngatewood,11328,2017-08-24,4
ngatewood4865,ngatewood,4865,2016-04-21,4
jelia4617,jelia,4617,2018-12-28,4
jelia7497,jelia,7497,2017-03-24,3
jelia6305,jelia,6305,2018-11-08,4
jelia6598,jelia,6598,2019-03-08,5
jelia8679,jelia,8679,2017-01-04,3
jelia1281,jelia,1281,2017-11-10,4
jelia9003,jelia,9003,2017-12-09,5
jelia7584,jelia,7584,2018-07-28,4
jelia2225,jelia,2225,2019-03-24,2
jelia9331,jelia,9331,2019-01-23,1
jelia1571,jelia,1571,2019-07-21,4
vmulvey7365,vmulvey,7365,2019-08-23,4
vmulvey9486,vmulvey,9486,2019-06-22,4
vmulvey10806,vmulvey,10806,2018-10-12,2
vmulvey8115,vmulvey,8115,2018-10-09,4
vmulvey10760,vmulvey,10760,2018-09-27,4
vmulvey1159,vmulvey,1159,2019-04-11,4
vmulvey2389,vmulvey,2389,2019-08-28,4
vmulvey8919,vmulvey,8919,2019-06-08,4
vmulvey231,vmulvey,231,2019-09-15,3
vmulvey1980,vmulvey,1980,2019-06-01,4
vmulvey11108,vmulvey,11108,2019-05-01,3
vmulvey11207,vmulvey,11207,2019-05-02,1
vmulvey6258,vmulvey,6258,2018-12-17,4
vmulvey5621,vmulvey,5621,2019-05-26,3
vmulvey2340,vmulvey,2340,2019-01-25,4
vmulvey530,vmulvey,530,2019-06-28,3
vmulvey4190,vmulvey,4190,2019-04-26,4
vmulvey2354,vmulvey,2354,2019-04-08,3
vmulvey9705,vmulvey,9705,2018-12-26,3
vmulvey2304,vmulvey,2304,2019-02-07,2
vmulvey10696,vmulvey,10696,2018-11-16,5
vmulvey4314,vmulvey,4314,2019-02-01,4
vmulvey9885,vmulvey,9885,2019-05-05,4
jgardiner5453,jgardiner,5453,2018-11-07,4
jgardiner11683,jgardiner,11683,2019-08-31,5
jgardiner5927,jgardiner,5927,2019-08-29,4
jgardiner6376,jgardiner,6376,2019-02-03,4
jgardiner11325,jgardiner,11325,2018-05-24,4
jgardiner11869,jgardiner,11869,2019-07-03,5
jgardiner5843,jgardiner,5843,2019-09-04,4
jgardiner10862,jgardiner,10862,2019-05-18,3
jgardiner6561,jgardiner,6561,2019-04-08,5
jgardiner7603,jgardiner,7603,2018-07-26,1
jgardiner8934,jgardiner,8934,2017-11-20,4
jgardiner9707,jgardiner,9707,2019-09-05,4
jgardiner1512,jgardiner,1512,2019-08-11,3
jgardiner10850,jgardiner,10850,2019-02-20,3
jgardiner1565,jgardiner,1565,2018-03-28,4
jgardiner3673,jgardiner,3673,2018-05-12,4
acruz5691,acruz,5691,2016-05-06,4
acruz57,acruz,57,2017-10-23,2
acruz4346,acruz,4346,2015-10-26,4
acruz6397,acruz,6397,2017-01-23,4
acruz10736,acruz,10736,2017-01-02,4
acruz12128,acruz,12128,2017-05-06,4
acruz11251,acruz,11251,2019-08-25,4
acruz280,acruz,280,2016-06-20,5
acruz3758,acruz,3758,2016-06-09,2
acruz5690,acruz,5690,2019-08-06,5
acruz5432,acruz,5432,2019-06-22,3
acruz9458,acruz,9458,2019-03-31,3
acruz4586,acruz,4586,2016-09-17,3
acruz11454,acruz,11454,2017-06-09,1
acruz4875,acruz,4875,2016-04-03,3
acruz4511,acruz,4511,2016-04-24,4
acruz10954,acruz,10954,2018-11-21,2
acruz2887,acruz,2887,2017-01-22,4
acruz218,acruz,218,2018-04-14,4
elewey4190,elewey,4190,2017-10-20,4
elewey9659,elewey,9659,2019-06-27,1
elewey8161,elewey,8161,2017-12-30,4
elewey7965,elewey,7965,2018-03-03,5
elewey2380,elewey,2380,2018-01-28,2
zhallman10452,zhallman,10452,2018-02-01,4
zhallman11482,zhallman,11482,2017-04-28,4
zhallman2253,zhallman,2253,2017-05-01,3
zhallman2847,zhallman,2847,2019-02-15,4
zhallman11446,zhallman,11446,2016-11-14,1
zhallman289,zhallman,289,2017-07-14,4
zhallman10964,zhallman,10964,2018-01-16,4
zhallman5016,zhallman,5016,2018-04-15,3
zhallman8427,zhallman,8427,2017-03-10,4
zhallman10261,zhallman,10261,2018-05-27,2
zhallman10040,zhallman,10040,2019-05-28,2
zhallman8050,zhallman,8050,2018-09-09,4
zhallman1959,zhallman,1959,2018-05-20,4
zhallman4826,zhallman,4826,2018-12-07,4
ksneller5224,ksneller,5224,2016-08-24,4
ksneller5288,ksneller,5288,2015-07-22,3
ksneller1293,ksneller,1293,2016-07-16,4
ksneller2300,ksneller,2300,2017-07-13,5
ksneller5021,ksneller,5021,2015-11-12,4
ksneller3973,ksneller,3973,2018-10-24,4
ksneller1272,ksneller,1272,2017-11-13,4
mgargano3473,mgargano,3473,2016-01-16,2
mgargano6261,mgargano,6261,2016-09-02,4
mgargano7814,mgargano,7814,2016-12-18,3
mgargano10459,mgargano,10459,2019-06-15,4
mgargano10172,mgargano,10172,2018-06-14,3
mgargano10572,mgargano,10572,2017-09-13,1
mgargano11893,mgargano,11893,2017-09-26,1
mgargano8150,mgargano,8150,2018-03-09,3
mgargano6411,mgargano,6411,2016-09-19,3
mgargano5237,mgargano,5237,2018-03-17,5
mgargano11360,mgargano,11360,2018-05-22,4
mgargano1717,mgargano,1717,2017-11-24,4
mgargano4201,mgargano,4201,2018-08-23,5
mgargano4297,mgargano,4297,2016-12-04,4
mgargano6299,mgargano,6299,2019-04-10,4
mgargano4787,mgargano,4787,2018-01-31,4
mgargano6936,mgargano,6936,2016-10-11,4
mgargano9136,mgargano,9136,2019-06-06,3
mgargano9148,mgargano,9148,2017-01-10,4
kkempker6490,kkempker,6490,2019-08-06,4
kkempker12082,kkempker,12082,2018-12-27,3
kkempker2381,kkempker,2381,2019-06-26,4
kkempker221,kkempker,221,2019-05-06,3
kkempker7447,kkempker,7447,2019-05-11,2
kkempker12106,kkempker,12106,2019-02-02,5
kkempker1285,kkempker,1285,2019-08-30,4
kkempker10293,kkempker,10293,2018-09-20,5
kkempker2131,kkempker,2131,2019-10-06,4
kkempker10924,kkempker,10924,2018-09-16,3
kkempker2776,kkempker,2776,2018-11-29,3
kkempker8704,kkempker,8704,2019-03-24,3
kkempker7488,kkempker,7488,2018-08-24,4
kkempker5,kkempker,5,2019-06-10,4
kkempker1304,kkempker,1304,2019-04-20,3
kkempker11931,kkempker,11931,2018-07-22,3
kkempker5697,kkempker,5697,2018-11-02,4
kkempker2239,kkempker,2239,2019-01-30,3
cguilford6634,cguilford,6634,2019-07-03,4
cguilford12068,cguilford,12068,2019-04-07,5
cguilford3381,cguilford,3381,2016-06-19,4
cguilford9608,cguilford,9608,2017-05-08,4
cguilford12098,cguilford,12098,2017-06-04,4
cguilford6673,cguilford,6673,2018-02-23,4
cguilford11841,cguilford,11841,2016-12-01,1
cguilford7042,cguilford,7042,2016-09-06,4
cguilford6021,cguilford,6021,2016-11-27,4
cguilford6627,cguilford,6627,2018-12-26,3
cguilford5561,cguilford,5561,2018-03-01,4
cguilford7505,cguilford,7505,2018-07-15,2
cguilford6949,cguilford,6949,2017-08-26,5
cguilford11531,cguilford,11531,2019-04-27,4
cguilford3613,cguilford,3613,2018-04-09,3
cguilford11332,cguilford,11332,2017-05-02,4
ezwiebel4652,ezwiebel,4652,2017-11-23,5
ezwiebel10349,ezwiebel,10349,2017-07-14,4
ezwiebel11281,ezwiebel,11281,2017-06-18,4
ezwiebel11059,ezwiebel,11059,2017-06-09,4
ezwiebel8685,ezwiebel,8685,2017-05-28,4
ezwiebel9262,ezwiebel,9262,2016-10-30,4
ezwiebel6155,ezwiebel,6155,2017-12-28,5
ezwiebel4052,ezwiebel,4052,2015-11-04,4
ezwiebel4912,ezwiebel,4912,2015-05-07,5
ezwiebel10312,ezwiebel,10312,2019-04-08,1
ezwiebel6102,ezwiebel,6102,2017-08-29,4
ezwiebel7827,ezwiebel,7827,2019-01-20,3
ezwiebel1117,ezwiebel,1117,2014-08-20,3
